epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,3380.02,1.03889,0.64484,1.10648,0.91862,0.78198,0.84046,0.6181,0.86474,0.45221,1.00608,1.6345e-06,1.6345e-06,1.6345e-06
171,3399.85,1.0388,0.64804,1.10624,0.9191,0.78176,0.84,0.61782,0.86474,0.45222,1.00589,1.585e-06,1.585e-06,1.585e-06
172,3419.45,1.03394,0.63724,1.10474,0.92192,0.77548,0.8402,0.61797,0.86462,0.45208,1.00591,1.5355e-06,1.5355e-06,1.5355e-06
173,3439.07,1.03759,0.64315,1.10776,0.92042,0.78169,0.84041,0.61794,0.86471,0.45225,1.00594,1.486e-06,1.486e-06,1.486e-06
174,3458.82,1.03788,0.64262,1.10899,0.92243,0.77575,0.8401,0.61836,0.86467,0.45197,1.00593,1.4365e-06,1.4365e-06,1.4365e-06
175,3478.41,1.03216,0.63853,1.10153,0.92328,0.77566,0.84002,0.61838,0.86481,0.45198,1.00597,1.387e-06,1.387e-06,1.387e-06
176,3498.14,1.02627,0.63467,1.1004,0.92023,0.77847,0.83972,0.61764,0.86469,0.45199,1.00597,1.3375e-06,1.3375e-06,1.3375e-06
177,3517.73,1.03473,0.64382,1.10712,0.9234,0.77692,0.84033,0.61816,0.86462,0.45194,1.00592,1.288e-06,1.288e-06,1.288e-06
178,3537.3,1.03891,0.64876,1.10781,0.92338,0.77676,0.84018,0.61811,0.86472,0.45204,1.00598,1.2385e-06,1.2385e-06,1.2385e-06
179,3557.1,1.03948,0.64575,1.10404,0.9226,0.77842,0.84043,0.61792,0.86484,0.45219,1.00601,1.189e-06,1.189e-06,1.189e-06
180,3576.81,1.04031,0.64661,1.1088,0.92081,0.77952,0.8404,0.61811,0.8649,0.45212,1.006,1.1395e-06,1.1395e-06,1.1395e-06
