epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,869.67,1.48273,1.17311,1.40139,0.7926,0.58223,0.66313,0.37109,1.53562,1.09616,1.43529,0.009109,0.009109,0.009109
20,914.944,1.48436,1.17656,1.40743,0.80522,0.60381,0.67196,0.3773,1.52801,1.07376,1.43648,0.0090595,0.0090595,0.0090595
21,960.067,1.46424,1.14903,1.38989,0.79962,0.5973,0.67535,0.39041,1.50868,1.06738,1.4285,0.00901,0.00901,0.00901
22,1005.32,1.46034,1.13832,1.39125,0.80612,0.62726,0.70017,0.40343,1.49553,1.01475,1.41023,0.0089605,0.0089605,0.0089605
23,1050.6,1.43788,1.11681,1.38601,0.81338,0.63393,0.70088,0.39951,1.50977,0.98745,1.42689,0.008911,0.008911,0.008911
24,1095.46,1.42574,1.10274,1.37551,0.82059,0.62493,0.70453,0.40132,1.50882,0.99189,1.42114,0.0088615,0.0088615,0.0088615
25,1140.46,1.41916,1.08559,1.36452,0.81786,0.63498,0.70586,0.40721,1.48175,0.96826,1.42077,0.008812,0.008812,0.008812
26,1185.88,1.4181,1.08156,1.37171,0.79216,0.64674,0.70739,0.41013,1.48024,0.96805,1.41621,0.0087625,0.0087625,0.0087625
27,1231.07,1.40694,1.06106,1.35971,0.83974,0.61939,0.7007,0.40962,1.47169,0.9628,1.41096,0.008713,0.008713,0.008713
28,1276.1,1.40136,1.053,1.35811,0.80723,0.64362,0.70565,0.40682,1.51196,0.93785,1.44037,0.0086635,0.0086635,0.0086635
29,1320.98,1.38106,1.03587,1.3464,0.83786,0.61988,0.70275,0.41265,1.45479,0.96169,1.39355,0.008614,0.008614,0.008614
30,1366.13,1.37564,1.03424,1.34758,0.83338,0.63846,0.71291,0.41393,1.4637,0.94201,1.40622,0.0085645,0.0085645,0.0085645
31,1411.53,1.3729,1.02341,1.33946,0.85511,0.64464,0.72842,0.42739,1.44086,0.91574,1.39565,0.008515,0.008515,0.008515
32,1456.49,1.36216,1.01328,1.33787,0.85064,0.65173,0.73214,0.43316,1.43344,0.88906,1.38478,0.0084655,0.0084655,0.0084655
33,1501.41,1.37157,1.0225,1.34606,0.84646,0.65259,0.7273,0.43614,1.43071,0.88852,1.38624,0.008416,0.008416,0.008416
34,1546.47,1.3493,0.99767,1.33086,0.82922,0.64598,0.72269,0.4251,1.45499,0.90096,1.4016,0.0083665,0.0083665,0.0083665
35,1591.41,1.3413,0.98351,1.32196,0.8468,0.65757,0.73784,0.44487,1.40016,0.87511,1.36061,0.008317,0.008317,0.008317
36,1636.07,1.32823,0.98165,1.31859,0.84563,0.67284,0.74264,0.44697,1.40498,0.84525,1.37147,0.0082675,0.0082675,0.0082675
37,1680.81,1.32396,0.97053,1.30753,0.84913,0.66387,0.73305,0.44278,1.41896,0.84739,1.38518,0.008218,0.008218,0.008218
38,1725.56,1.31276,0.95867,1.3064,0.85153,0.65719,0.73801,0.45042,1.39502,0.85449,1.35426,0.0081685,0.0081685,0.0081685
39,1769.99,1.31058,0.94665,1.30529,0.85442,0.66737,0.73903,0.44966,1.40556,0.85174,1.36849,0.008119,0.008119,0.008119
40,1814.44,1.30723,0.94568,1.30449,0.85176,0.67219,0.74397,0.4511,1.39905,0.84533,1.36371,0.0080695,0.0080695,0.0080695
41,1859.05,1.2919,0.93752,1.2951,0.84892,0.68138,0.75244,0.45994,1.36212,0.83346,1.32746,0.00802,0.00802,0.00802
42,1903.66,1.3014,0.93804,1.29929,0.84837,0.68143,0.75381,0.46342,1.3683,0.83266,1.33934,0.0079705,0.0079705,0.0079705
43,1948.56,1.293,0.93215,1.29119,0.84891,0.66938,0.74453,0.45228,1.3854,0.83765,1.3567,0.007921,0.007921,0.007921
44,1992.98,1.2635,0.91337,1.28007,0.85158,0.69205,0.75911,0.46988,1.35944,0.79909,1.33394,0.0078715,0.0078715,0.0078715
45,2037.68,1.27335,0.90966,1.28169,0.85565,0.68129,0.7528,0.46631,1.35824,0.81381,1.33775,0.007822,0.007822,0.007822
46,2082.28,1.27427,0.90293,1.28246,0.86591,0.6776,0.75464,0.47015,1.34243,0.80311,1.33056,0.0077725,0.0077725,0.0077725
47,2126.82,1.26617,0.899,1.27685,0.85928,0.69156,0.76051,0.47284,1.35199,0.80348,1.33421,0.007723,0.007723,0.007723
48,2171.64,1.25711,0.89016,1.26789,0.86158,0.67572,0.75547,0.46725,1.35995,0.8027,1.33518,0.0076735,0.0076735,0.0076735
49,2216.41,1.23179,0.86573,1.2623,0.87575,0.67953,0.76332,0.47784,1.33761,0.78402,1.31919,0.007624,0.007624,0.007624
50,2260.97,1.24575,0.86448,1.26047,0.85587,0.69931,0.76398,0.47952,1.32499,0.78248,1.30997,0.0075745,0.0075745,0.0075745
51,2306.07,1.23881,0.87073,1.25951,0.87268,0.68751,0.769,0.48699,1.31547,0.76288,1.3161,0.007525,0.007525,0.007525
52,2350.88,1.2176,0.84974,1.25436,0.87222,0.70139,0.77071,0.49108,1.29793,0.76279,1.3034,0.0074755,0.0074755,0.0074755
53,2395.62,1.21584,0.84573,1.24867,0.87488,0.70049,0.77312,0.49073,1.3084,0.7419,1.31525,0.007426,0.007426,0.007426
54,2440.26,1.22041,0.84831,1.25345,0.86693,0.69871,0.77132,0.49156,1.30654,0.74881,1.3157,0.0073765,0.0073765,0.0073765
55,2484.88,1.21797,0.84321,1.24439,0.87777,0.69573,0.77387,0.49376,1.29657,0.72972,1.30309,0.007327,0.007327,0.007327
56,2529.68,1.21406,0.83899,1.24671,0.86682,0.70163,0.77138,0.49255,1.30479,0.74047,1.31023,0.0072775,0.0072775,0.0072775
57,2574.3,1.20322,0.83047,1.24129,0.87696,0.69973,0.77641,0.49893,1.28164,0.73526,1.29511,0.007228,0.007228,0.007228
58,2619.02,1.19316,0.82582,1.23599,0.87442,0.70404,0.77596,0.49595,1.29198,0.72827,1.30737,0.0071785,0.0071785,0.0071785
59,2663.68,1.18941,0.82467,1.23916,0.87322,0.71654,0.78101,0.50163,1.282,0.71653,1.29975,0.007129,0.007129,0.007129
60,2708.26,1.18629,0.81664,1.23813,0.87342,0.71181,0.78222,0.5046,1.27904,0.71323,1.2915,0.0070795,0.0070795,0.0070795
61,2752.95,1.18572,0.81684,1.23207,0.88361,0.71047,0.78426,0.50803,1.26506,0.71309,1.28314,0.00703,0.00703,0.00703
62,2797.69,1.17172,0.80008,1.21943,0.88618,0.70696,0.78316,0.51012,1.25835,0.71143,1.27597,0.0069805,0.0069805,0.0069805
63,2842.48,1.16852,0.79542,1.22266,0.86829,0.72107,0.78329,0.50539,1.26204,0.70125,1.28958,0.006931,0.006931,0.006931
64,2887.12,1.15869,0.79562,1.22295,0.8888,0.71079,0.78907,0.513,1.24894,0.69707,1.27414,0.0068815,0.0068815,0.0068815
65,2931.77,1.16475,0.79139,1.21628,0.87736,0.72833,0.79152,0.51425,1.25656,0.68868,1.27902,0.006832,0.006832,0.006832
66,2976.52,1.152,0.78806,1.21121,0.87487,0.71842,0.7888,0.51363,1.2527,0.69366,1.27789,0.0067825,0.0067825,0.0067825
67,3021.08,1.15194,0.79066,1.21087,0.88549,0.71787,0.79315,0.51788,1.24905,0.68791,1.27447,0.006733,0.006733,0.006733
68,3065.72,1.14837,0.77847,1.20703,0.88982,0.72416,0.79495,0.51861,1.25038,0.67505,1.27406,0.0066835,0.0066835,0.0066835
69,3110.34,1.1521,0.7848,1.21165,0.88027,0.72534,0.78997,0.51825,1.24929,0.6783,1.27621,0.006634,0.006634,0.006634
70,3154.83,1.14441,0.77257,1.21015,0.8723,0.72557,0.79242,0.52414,1.23769,0.67383,1.27079,0.0065845,0.0065845,0.0065845
71,3199.52,1.12508,0.76875,1.19739,0.88547,0.71745,0.79234,0.5233,1.2325,0.67554,1.26833,0.006535,0.006535,0.006535
72,3244.05,1.12273,0.75836,1.19639,0.88503,0.72414,0.79371,0.52663,1.23207,0.66922,1.26553,0.0064855,0.0064855,0.0064855
73,3288.83,1.12807,0.75352,1.19388,0.89461,0.72424,0.79747,0.52686,1.22869,0.65585,1.26639,0.006436,0.006436,0.006436
74,3333.51,1.12164,0.75064,1.1907,0.89213,0.72906,0.79896,0.52966,1.22193,0.65958,1.26276,0.0063865,0.0063865,0.0063865
75,3378.1,1.12397,0.75622,1.194,0.90059,0.71904,0.79759,0.53062,1.21519,0.66127,1.25426,0.006337,0.006337,0.006337
76,3422.88,1.11119,0.75044,1.18839,0.88683,0.72936,0.80171,0.53052,1.22273,0.6588,1.25827,0.0062875,0.0062875,0.0062875
77,3467.22,1.10875,0.74762,1.18544,0.88043,0.73022,0.79864,0.53213,1.21078,0.65255,1.25215,0.006238,0.006238,0.006238
78,3511.7,1.10657,0.74441,1.18442,0.88376,0.73327,0.80123,0.53526,1.20674,0.64886,1.24932,0.0061885,0.0061885,0.0061885
79,3556.12,1.09722,0.7322,1.17824,0.88865,0.72842,0.80352,0.53722,1.19728,0.64685,1.24409,0.006139,0.006139,0.006139
80,3600.89,1.09249,0.72828,1.17615,0.89221,0.73323,0.80533,0.53832,1.19713,0.64408,1.2445,0.0060895,0.0060895,0.0060895
81,3645.56,1.09714,0.73323,1.1787,0.89875,0.7337,0.80578,0.53996,1.19307,0.63497,1.24801,0.00604,0.00604,0.00604
82,3690.18,1.08822,0.72153,1.17247,0.89367,0.7312,0.80454,0.541,1.18808,0.63873,1.24704,0.0059905,0.0059905,0.0059905
83,3734.98,1.07547,0.71674,1.16646,0.89126,0.73432,0.80517,0.54201,1.1834,0.63462,1.24017,0.005941,0.005941,0.005941
84,3779.57,1.07821,0.71144,1.16847,0.90126,0.73177,0.80779,0.54223,1.1834,0.62963,1.23872,0.0058915,0.0058915,0.0058915
85,3824.04,1.07504,0.71182,1.16719,0.89894,0.73294,0.80803,0.54234,1.18636,0.63114,1.24113,0.005842,0.005842,0.005842
86,3868.82,1.06017,0.69715,1.16121,0.88976,0.73917,0.80653,0.54174,1.18833,0.62834,1.24063,0.0057925,0.0057925,0.0057925
87,3913.42,1.06404,0.6993,1.16253,0.89728,0.7382,0.80924,0.54392,1.18118,0.62301,1.2349,0.005743,0.005743,0.005743
88,3958.07,1.06939,0.70689,1.1629,0.90528,0.73617,0.81045,0.546,1.18626,0.62164,1.23865,0.0056935,0.0056935,0.0056935
89,4002.65,1.06036,0.69379,1.15637,0.9058,0.73408,0.81106,0.54727,1.17636,0.61615,1.23216,0.005644,0.005644,0.005644
90,4047.21,1.05979,0.69387,1.1563,0.90701,0.73671,0.81173,0.54946,1.17128,0.61703,1.22926,0.0055945,0.0055945,0.0055945
91,4091.88,1.05745,0.6945,1.15629,0.90745,0.7379,0.81165,0.55044,1.1693,0.61622,1.22977,0.005545,0.005545,0.005545
92,4136.37,1.04286,0.68181,1.14804,0.90919,0.7378,0.81437,0.55164,1.16992,0.61003,1.22993,0.0054955,0.0054955,0.0054955
93,4180.88,1.04326,0.69405,1.15152,0.91076,0.73546,0.81406,0.55215,1.1683,0.60757,1.22806,0.005446,0.005446,0.005446
94,4225.53,1.04312,0.67957,1.14999,0.9062,0.74169,0.81327,0.55216,1.16826,0.60713,1.23179,0.0053965,0.0053965,0.0053965
95,4270.04,1.03767,0.67882,1.1502,0.91096,0.74023,0.81343,0.55383,1.16513,0.60353,1.23158,0.005347,0.005347,0.005347
96,4314.57,1.03624,0.67729,1.14511,0.91333,0.73725,0.81416,0.555,1.16174,0.60376,1.22887,0.0052975,0.0052975,0.0052975
97,4359.2,1.02847,0.66912,1.13718,0.90395,0.7421,0.81558,0.55712,1.15665,0.60126,1.22583,0.005248,0.005248,0.005248
98,4403.97,1.0338,0.67163,1.14131,0.90767,0.74263,0.81709,0.55902,1.15145,0.59529,1.22277,0.0051985,0.0051985,0.0051985
99,4448.59,1.01884,0.65985,1.14054,0.91946,0.73668,0.81747,0.55895,1.14802,0.59437,1.22111,0.005149,0.005149,0.005149
100,4493.18,1.01916,0.65932,1.13553,0.90935,0.74455,0.81855,0.55935,1.14661,0.59495,1.221,0.0050995,0.0050995,0.0050995
101,4537.79,1.01771,0.66198,1.13261,0.90492,0.74726,0.81799,0.55842,1.15065,0.59567,1.22274,0.00505,0.00505,0.00505
102,4582.24,1.01485,0.65509,1.13086,0.89308,0.75021,0.81853,0.55925,1.14674,0.59359,1.22268,0.0050005,0.0050005,0.0050005
103,4626.69,1.01877,0.66098,1.13399,0.90104,0.7482,0.8183,0.55983,1.1433,0.59189,1.22006,0.004951,0.004951,0.004951
104,4671.27,1.00959,0.66033,1.13046,0.9015,0.74991,0.81785,0.56032,1.14471,0.58818,1.22132,0.0049015,0.0049015,0.0049015
105,4716.12,0.99807,0.64695,1.12312,0.90349,0.74927,0.81784,0.56033,1.14198,0.58779,1.21978,0.004852,0.004852,0.004852
106,4760.81,1.00009,0.64301,1.12346,0.90508,0.7495,0.81854,0.56093,1.14229,0.58587,1.22176,0.0048025,0.0048025,0.0048025
107,4805.48,0.99797,0.64482,1.12291,0.89605,0.75347,0.81802,0.56189,1.14075,0.58439,1.22055,0.004753,0.004753,0.004753
108,4850.01,0.98833,0.63552,1.12095,0.89804,0.75412,0.8179,0.56304,1.1387,0.58108,1.21955,0.0047035,0.0047035,0.0047035
109,4894.45,0.9829,0.63433,1.12077,0.8952,0.75514,0.81974,0.56483,1.13638,0.57902,1.22005,0.004654,0.004654,0.004654
110,4938.84,0.9919,0.63868,1.11841,0.90281,0.75286,0.82063,0.56558,1.13575,0.57711,1.21932,0.0046045,0.0046045,0.0046045
111,4983.39,0.9746,0.62765,1.11288,0.90484,0.75268,0.82145,0.56656,1.13683,0.575,1.22187,0.004555,0.004555,0.004555
112,5027.83,0.98437,0.63702,1.1156,0.90307,0.75503,0.82097,0.56584,1.13544,0.57436,1.22105,0.0045055,0.0045055,0.0045055
113,5072.14,0.96702,0.62183,1.10794,0.90886,0.75003,0.82177,0.56717,1.13202,0.57169,1.21966,0.004456,0.004456,0.004456
114,5116.71,0.96653,0.61954,1.10869,0.90321,0.75485,0.8212,0.56738,1.1307,0.57149,1.21873,0.0044065,0.0044065,0.0044065
115,5161.03,0.97197,0.61864,1.1131,0.90659,0.75179,0.82164,0.56787,1.129,0.57041,1.21855,0.004357,0.004357,0.004357
116,5205.45,0.9676,0.62143,1.10938,0.90774,0.75186,0.82065,0.56785,1.12739,0.56991,1.21843,0.0043075,0.0043075,0.0043075
117,5249.63,0.96844,0.62597,1.10748,0.90843,0.75083,0.82123,0.56812,1.12753,0.57086,1.21875,0.004258,0.004258,0.004258
118,5294.15,0.96037,0.61401,1.10299,0.91518,0.74795,0.82074,0.56955,1.12647,0.57124,1.21719,0.0042085,0.0042085,0.0042085
119,5338.68,0.96679,0.61409,1.1093,0.91499,0.74856,0.82224,0.56979,1.12534,0.56921,1.21725,0.004159,0.004159,0.004159
120,5383.22,0.95302,0.6132,1.10055,0.91461,0.75156,0.82288,0.5715,1.12291,0.56707,1.21674,0.0041095,0.0041095,0.0041095
121,5427.85,0.94591,0.60587,1.09656,0.91744,0.74836,0.82365,0.57248,1.12056,0.56618,1.21561,0.00406,0.00406,0.00406
122,5472.51,0.94159,0.60204,1.09662,0.92001,0.74565,0.82399,0.57327,1.12027,0.56522,1.21536,0.0040105,0.0040105,0.0040105
123,5516.99,0.94165,0.60309,1.09626,0.9216,0.74897,0.82428,0.57369,1.11896,0.5633,1.2145,0.003961,0.003961,0.003961
124,5561.55,0.94073,0.59898,1.09498,0.92083,0.74939,0.82423,0.57331,1.11853,0.56168,1.21457,0.0039115,0.0039115,0.0039115
125,5606.04,0.93497,0.59657,1.09228,0.92145,0.75,0.82522,0.57454,1.1171,0.56104,1.21319,0.003862,0.003862,0.003862
126,5650.86,0.92863,0.58988,1.08912,0.91689,0.74933,0.82408,0.57501,1.11548,0.56061,1.21223,0.0038125,0.0038125,0.0038125
127,5695.59,0.9376,0.59806,1.09147,0.91047,0.75418,0.82464,0.57577,1.11462,0.56166,1.21145,0.003763,0.003763,0.003763
128,5740.01,0.92556,0.59508,1.08643,0.91001,0.75629,0.82597,0.57561,1.11362,0.5611,1.21188,0.0037135,0.0037135,0.0037135
129,5784.71,0.9271,0.58456,1.08783,0.9153,0.7529,0.82607,0.57606,1.11206,0.56105,1.21071,0.003664,0.003664,0.003664
130,5829.22,0.92582,0.58564,1.08789,0.92298,0.7502,0.8272,0.57721,1.10988,0.5599,1.20919,0.0036145,0.0036145,0.0036145
131,5873.88,0.91775,0.58519,1.08407,0.92045,0.7512,0.82823,0.57812,1.10986,0.55917,1.20942,0.003565,0.003565,0.003565
132,5918.71,0.91504,0.58468,1.08069,0.90934,0.75949,0.82774,0.57799,1.10865,0.55855,1.20886,0.0035155,0.0035155,0.0035155
133,5963.13,0.91023,0.57366,1.07889,0.9108,0.7603,0.82847,0.5784,1.108,0.55777,1.20859,0.003466,0.003466,0.003466
134,6007.68,0.91465,0.58337,1.07857,0.91005,0.76029,0.82855,0.57899,1.10842,0.55668,1.20923,0.0034165,0.0034165,0.0034165
135,6052.35,0.90217,0.57159,1.07624,0.91149,0.75762,0.82862,0.57922,1.1075,0.55576,1.20832,0.003367,0.003367,0.003367
136,6096.92,0.906,0.57658,1.07858,0.91387,0.75748,0.82877,0.57984,1.10653,0.55466,1.20782,0.0033175,0.0033175,0.0033175
137,6141.5,0.89758,0.56965,1.07131,0.90912,0.76072,0.8289,0.58002,1.10512,0.55386,1.20735,0.003268,0.003268,0.003268
138,6186.08,0.9004,0.57168,1.07565,0.9125,0.76133,0.82914,0.58037,1.10405,0.55279,1.20683,0.0032185,0.0032185,0.0032185
139,6230.72,0.89475,0.56551,1.07203,0.91308,0.76311,0.8293,0.58028,1.10457,0.55236,1.20772,0.003169,0.003169,0.003169
140,6275.34,0.8882,0.55921,1.06965,0.91795,0.75997,0.82863,0.58059,1.10381,0.55194,1.20805,0.0031195,0.0031195,0.0031195
141,6319.9,0.8811,0.55944,1.06685,0.91802,0.7584,0.8282,0.58093,1.10351,0.55224,1.20842,0.00307,0.00307,0.00307
142,6364.37,0.88914,0.5644,1.06975,0.91761,0.75891,0.82826,0.58113,1.10256,0.5513,1.20784,0.0030205,0.0030205,0.0030205
143,6408.84,0.87947,0.55692,1.06743,0.91539,0.76063,0.82808,0.58116,1.10171,0.55028,1.20767,0.002971,0.002971,0.002971
144,6453.38,0.87608,0.55261,1.06388,0.91882,0.75811,0.82784,0.5815,1.10126,0.55048,1.20755,0.0029215,0.0029215,0.0029215
145,6497.98,0.86203,0.54544,1.05672,0.9191,0.75842,0.82829,0.58154,1.10071,0.55027,1.20753,0.002872,0.002872,0.002872
146,6542.83,0.87333,0.55612,1.06608,0.91737,0.75905,0.82821,0.58175,1.09998,0.54953,1.20763,0.0028225,0.0028225,0.0028225
147,6587.52,0.86566,0.54576,1.05973,0.91948,0.75883,0.82865,0.5819,1.09945,0.54923,1.20748,0.002773,0.002773,0.002773
148,6632.02,0.87342,0.55411,1.06192,0.91858,0.75865,0.82842,0.58265,1.09933,0.54859,1.20798,0.0027235,0.0027235,0.0027235
149,6676.66,0.85676,0.54266,1.05823,0.92033,0.75883,0.8296,0.58248,1.0985,0.54837,1.20773,0.002674,0.002674,0.002674
150,6720.99,0.85936,0.54133,1.05249,0.9187,0.7598,0.82979,0.58274,1.09777,0.54776,1.20771,0.0026245,0.0026245,0.0026245
151,6765.43,0.85533,0.54219,1.05528,0.91755,0.76064,0.83022,0.58287,1.0972,0.54753,1.2076,0.002575,0.002575,0.002575
152,6809.97,0.85523,0.54039,1.05362,0.91802,0.76123,0.83014,0.583,1.09649,0.54738,1.20759,0.0025255,0.0025255,0.0025255
153,6854.39,0.85131,0.53095,1.05202,0.91671,0.76256,0.83087,0.58359,1.09606,0.54705,1.20746,0.002476,0.002476,0.002476
154,6899.14,0.83841,0.52966,1.04878,0.91532,0.76351,0.83104,0.58382,1.09558,0.54699,1.20747,0.0024265,0.0024265,0.0024265
155,6943.59,0.84716,0.5317,1.05201,0.91728,0.76218,0.83072,0.58373,1.09511,0.54702,1.20752,0.002377,0.002377,0.002377
156,6988.29,0.84301,0.52617,1.04839,0.91717,0.76333,0.83072,0.58375,1.09446,0.54622,1.20719,0.0023275,0.0023275,0.0023275
157,7032.97,0.83834,0.52882,1.04603,0.91726,0.76343,0.83099,0.58398,1.09407,0.54618,1.20706,0.002278,0.002278,0.002278
158,7077.42,0.83359,0.52815,1.04166,0.91918,0.76246,0.831,0.58396,1.09379,0.54613,1.20721,0.0022285,0.0022285,0.0022285
159,7122.36,0.83726,0.53286,1.04685,0.92016,0.76109,0.83033,0.58401,1.09293,0.54545,1.20698,0.002179,0.002179,0.002179
160,7167.02,0.82759,0.52141,1.04006,0.92194,0.75972,0.83143,0.5842,1.09259,0.54529,1.20716,0.0021295,0.0021295,0.0021295
161,7211.59,0.82737,0.51972,1.03911,0.92214,0.75865,0.83096,0.58447,1.09205,0.54479,1.20699,0.00208,0.00208,0.00208
162,7256.23,0.82711,0.52197,1.04219,0.92475,0.75743,0.83104,0.58437,1.09178,0.54463,1.20701,0.0020305,0.0020305,0.0020305
163,7300.47,0.82191,0.51581,1.04,0.92505,0.75763,0.83124,0.58463,1.09195,0.54431,1.20722,0.001981,0.001981,0.001981
164,7345.45,0.82011,0.51081,1.03639,0.92475,0.75796,0.83154,0.58486,1.09108,0.54349,1.20698,0.0019315,0.0019315,0.0019315
165,7390.01,0.82015,0.51526,1.03377,0.92409,0.75776,0.83111,0.58507,1.09127,0.54306,1.20747,0.001882,0.001882,0.001882
166,7434.68,0.81783,0.51004,1.03554,0.92638,0.75752,0.8319,0.5853,1.09092,0.54308,1.20733,0.0018325,0.0018325,0.0018325
167,7479.2,0.81851,0.51304,1.03386,0.9258,0.75811,0.83163,0.58556,1.09099,0.54293,1.20765,0.001783,0.001783,0.001783
168,7523.64,0.81015,0.5099,1.0364,0.9293,0.75619,0.83172,0.5854,1.09114,0.54298,1.2079,0.0017335,0.0017335,0.0017335
169,7568.05,0.80485,0.50753,1.03104,0.92974,0.75663,0.83206,0.5856,1.09037,0.54248,1.20763,0.001684,0.001684,0.001684
170,7612.73,0.79661,0.50015,1.02811,0.93001,0.75631,0.83213,0.58587,1.09057,0.54231,1.20808,0.0016345,0.0016345,0.0016345
171,7657.13,0.80037,0.50246,1.03039,0.9292,0.75673,0.83245,0.58639,1.09038,0.54212,1.20796,0.001585,0.001585,0.001585
172,7701.59,0.79349,0.50158,1.02553,0.93032,0.7559,0.83245,0.58659,1.09026,0.54237,1.20791,0.0015355,0.0015355,0.0015355
173,7746.12,0.79428,0.49879,1.02568,0.92878,0.75765,0.83263,0.58691,1.09071,0.54225,1.20846,0.001486,0.001486,0.001486
174,7790.82,0.79667,0.50501,1.02604,0.93152,0.75679,0.83276,0.58665,1.09094,0.5422,1.20891,0.0014365,0.0014365,0.0014365
175,7835.46,0.79162,0.4974,1.02571,0.92926,0.75879,0.83232,0.58647,1.09078,0.54196,1.20909,0.001387,0.001387,0.001387
176,7880.1,0.78523,0.48887,1.02247,0.92787,0.76139,0.83316,0.58668,1.09101,0.54197,1.20929,0.0013375,0.0013375,0.0013375
177,7924.88,0.78476,0.49568,1.02119,0.9279,0.76118,0.83324,0.58668,1.09095,0.54169,1.20938,0.001288,0.001288,0.001288
178,7969.34,0.7822,0.49337,1.01967,0.92473,0.76199,0.83293,0.58658,1.09088,0.54155,1.20961,0.0012385,0.0012385,0.0012385
179,8013.83,0.77935,0.48846,1.01896,0.92374,0.76253,0.8335,0.58644,1.09059,0.54115,1.20967,0.001189,0.001189,0.001189
180,8058.32,0.7687,0.48726,1.01773,0.92842,0.76113,0.83363,0.58647,1.09035,0.54087,1.20965,0.0011395,0.0011395,0.0011395
181,8102.84,0.76916,0.48153,1.01577,0.92826,0.76095,0.83373,0.5868,1.09012,0.54074,1.20966,0.00109,0.00109,0.00109
182,8147.49,0.764,0.48157,1.01546,0.92953,0.76193,0.83437,0.58693,1.09017,0.54041,1.20994,0.0010405,0.0010405,0.0010405
183,8192.09,0.768,0.48196,1.01657,0.9263,0.76277,0.83425,0.58693,1.09013,0.54041,1.21007,0.000991,0.000991,0.000991
184,8236.51,0.76193,0.47759,1.0145,0.92887,0.76149,0.83459,0.58716,1.08984,0.54029,1.21,0.0009415,0.0009415,0.0009415
185,8280.96,0.76548,0.48234,1.01619,0.92786,0.76059,0.83362,0.58673,1.08997,0.54034,1.21029,0.000892,0.000892,0.000892
186,8325.46,0.75817,0.47835,1.00908,0.92655,0.76103,0.83391,0.58741,1.08981,0.54004,1.21046,0.0008425,0.0008425,0.0008425
187,8370.36,0.75125,0.47194,1.00774,0.92658,0.76111,0.83402,0.58767,1.08989,0.53987,1.21081,0.000793,0.000793,0.000793
